Page,Balance,Colour,Symmetry,Proportion,Density,Final Score
6489,0.03135687596533665,21.667416641208856,0.2724091224268961,0.6011571476852875,-1.8792561848958331,4.138616720478109
3371,0.5373379920556305,,0.0,0.7176862868266521,0.5025911458333333,0.439403856178904
683,0.28453935331012037,17.211837699266578,0.0,0.8366929067073652,0.3568863932291666,3.737991270502646
69497,0.8076384041938995,21.058348133091485,0.0,0.6270135232533826,0.907267795138889,4.680053571135531
38532,0.4145394243630678,,0.0,0.8061644112184884,-1.5833040364583333,-0.09065005021919426
45002,0.44958757071850775,,37.23897538394704,0.7019808099807233,0.21875,9.652323441161569
13662,0.029698649570264024,,81.85219238669447,0.7945601549146805,-1.2905902777777776,20.346465228350407
12970,0.5589239952790586,,0.0,0.7616266872681513,0.2868636194723151,0.4018535755048812
59021,0.35687232332558716,,0.29049927402455844,0.7154593337041332,0.26174168524712005,0.40614315407534973
24511,0.0,,1.0,0.5867374951711493,0.0,0.3966843737927873
20801,0.259948316626305,20.93320799766329,25.476677977037387,0.8330469995133162,0.2950459866220736,9.559585455492472
379,0.29445837679486897,12.982016519344313,0.704177897574124,0.7010040978474467,0.332566889632107,3.0028447562385723
40200,0.2954643392510603,20.720115763966877,0.0,0.7499702213769238,0.592954524340394,4.471700969787051
16460,0.11871812677139948,,24.85509392839769,2.799256271461443,0.6328580729166666,7.101481599886799
9286,0.7558297911418501,,27.021378275116078,0.8111855638271851,0.1968749999999999,7.196317157521277
13398,0.04467573631114652,21.278494640322442,0.0,0.7545574356473397,-0.16119704570791527,4.383306153314602
48630,0.027339682539682553,,0.0,0.870137627648679,0.8614962449451185,0.43974338878337
35300,0.16971568729063025,,22.146296506169502,0.6960270805243544,0.0,5.753009818496122
63560,0.18862342518244013,,0.0,0.5002157996658504,0.1638935340022296,0.21318318971263003
66298,0.0687138366534914,,0.0,0.6711868279428153,0.1968749999999999,0.23419391614907664
55901,0.43648413733159497,20.48142031506248,0.0,0.525718264542745,0.4676323784722223,4.382251019081808
19795,0.29137432555865095,16.587148384588556,71.85535708774378,0.7193201824397286,0.7701312934027778,18.0446662547467
6173,0.012042306935977742,16.69136934675546,0.8258563728047297,0.5259067822200963,-6.466727053140097,2.317689551115234
18887,0.0,22.79140738169569,1.0,0.541909130220833,0.29424470457079155,4.925512243297463
29323,0.22072311377821863,,19.172282305395797,0.6114210108207402,0.42784993489583334,5.108069091222648
2999,0.39953583073507315,,0.0,0.7584628585572382,0.34011393229166664,0.3745281553959945
54613,0.38672426838588714,20.744355730438063,0.0,0.7302956012478842,0.7316727053140096,4.5186096610771695
49922,0.0009796841902560693,18.26273627248696,0.5575916230366492,0.5180982502942805,0.06645299145299144,3.8811717642922274
51942,0.12790073823216364,,0.0,0.7111044585838796,0.7669384765625,0.4014859183446358
36486,0.0632694627414927,,1.0,0.6842633723993459,0.07023411371237454,0.4544417372133033
2130,0.0,20.472901628013858,1.0,0.5849517808854349,0.29264214046822745,4.470099109873504
31343,0.18502460583953617,,0.0,0.7508048346412326,0.3047574869791667,0.31014673186498387
67523,0.1302143535057383,,0.4231250519496885,0.6835390891308807,0.04347826086956519,0.32008918886396814
57195,0.3312431241743401,,0.0,0.7165318894063903,0.5908582899305554,0.40965832587782147
50650,0.6087634621501788,,0.0,0.9266451641947461,0.43449218750000007,0.49247520346123125
28498,0.1703470630438132,19.253273325787095,0.0,0.6722487716589902,-7.8174001736111105,2.4556937973757575
58260,0.6818671646933689,21.145543910026856,10.72409283402038,0.6838761610365384,-1.1784993489583333,6.4113761441637624
25750,0.2204824932983792,18.20664696019486,30.47430936265175,0.8618369723166536,0.5659369574652777,10.065842549185383
22095,0.2993676724002763,18.836667292049945,7.473692516884728,0.8567814549472518,0.4518115942028986,5.58366410609702
38861,0.29421786085265955,,0.0,0.6545261839792699,0.37902994791666667,0.331943498187149
39773,0.10679289439030759,,0.07314328582145535,0.7022271373557066,0.07023411371237454,0.23809935781996103
44243,0.36949472900660907,20.06721909082061,26.45954807616922,0.6663079818544719,0.9262310112847223,9.697760177827126
12423,0.08454518412122303,21.76826223921434,0.0,0.5895356937615694,0.005199110243055527,4.489508445468037
43586,0.3560775782893846,,43.173303858630284,0.7295418124275314,0.4123464626736111,11.167817428005204
24842,0.6864403041837033,21.331643920279067,43.41568329732328,0.6879359122850917,0.34504991319444445,13.293350669453119
41041,0.5149648163872914,,0.0,0.6106061635524415,0.22734374999999996,0.3382286824849332
17621,0.06778945884801924,20.023273442347314,0.0,0.7824602851967766,0.5484375,4.284392137278422
39289,0.4828475361387019,,0.0,0.6031470458081116,0.23750000000000004,0.3308736454867034
46784,0.010348471371500967,,0.0,0.5152511225394408,0.0,0.13139989847773545
59888,0.03465922087918871,,0.0,0.8753058178400216,0.8614962449451185,0.4428653209160822
47896,0.3766741707428639,,61.616484817905395,0.8050590406193094,0.2281249999999999,15.756585757316893
20552,0.6960122948521058,,0.0,0.8252559527079197,0.576968947417317,0.5245592987443356
63833,0.35442262965800475,,0.0,0.6271770890322759,0.58161464139725,0.3908035900218827
28162,0.37288568534366684,18.18907695301305,66.849585828431,0.8494659145474095,0.5280419921875,17.357811274704524
55452,0.46705526144664744,,4.937261016280072,0.8042009466067355,0.403015407986111,1.6528831580798915
32996,0.018532493916436632,,0.6296476154301073,0.606236841764995,0.2607067724316292,0.378780930885792
33684,0.3750235832663913,,0.0,0.834636421321322,0.2923014322916666,0.37549035921984497
7332,0.597770462635711,,32.11638489194107,0.7637581560604163,0.07174262152777788,8.387414033041242
34141,0.49628199097918535,,10.722033387313846,0.7675443587575811,0.38769965277777785,3.0933898474570976
62721,0.8303503790709479,20.072422801231664,7.436728893623474,0.8873824465519329,0.1968749999999999,5.884751904095603
30801,0.15089622892399346,16.51218513900154,0.0,0.6633905528500577,0.0,3.4652943841551185
63999,0.7552773281221774,,49.20962663885409,0.7129184598032379,0.4377669270833333,12.77889733846571
50200,0.15833436960813274,,0.5167313288069835,0.696037828040025,0.38133029513888883,0.4381084553985075
7298,0.14702859430277715,17.959626012064977,0.0,0.5979031160284198,0.31409649952696306,3.803730844384627
2560,0.2019088023229606,21.25410664617333,0.0,0.6790060751210522,0.679861111111111,4.5629765269456914
67173,0.4669272400218436,,21.633768565442892,0.5070553385530635,0.11836561687105163,5.6815291902222125
31713,0.7341731913511058,,23.895188823413807,0.8044508466779852,0.7716015624999999,6.5513536059857245
12073,0.5728423127139306,,0.0,0.6860374038504475,0.4837261284722223,0.4356514612591501
39323,0.21668899094033867,20.039696596764262,0.0,0.7017649388095042,0.42250054253472213,4.276130213809765
68286,0.11069466340697243,,0.0,0.7374437098604147,0.07023411371237454,0.22959312174494043
59922,0.1990545633647478,,83.62536607815986,0.6947434044352756,0.7790711805555555,21.32455880662886
25300,0.0,20.18948288351074,1.0,0.6450708285044826,0.0,4.366910742403045
45901,0.3241730408510388,17.07946905743544,0.20637937026873066,0.7213638022475661,0.8900147482348569,3.844280003807527
16899,0.129766072687572,,0.0,0.492633369703115,0.9985894097222222,0.4052472130282273
20102,0.26044048578442613,,24.665882538498145,0.5336664077267412,0.7417241753472222,6.550428401839134
17271,0.029922700128723778,,0.0,0.8474233088710339,0.49321201617562105,0.34263950629384465
41411,0.0,,1.0,0.6450708285044826,0.0,0.41126770712612065
12589,0.42704840078970885,,0.0,0.608793228829324,0.3227213541666667,0.3396407459464249
8497,0.23561783749614174,,0.0,0.6021744383299876,0.13430555555555546,0.2430244578454212
18184,0.3221897604628464,,0.0,0.7314208815918538,0.49947591145833337,0.3882716383782584
7762,0.24709950222454347,19.78695512146548,0.0,0.7221212046351243,0.3726649305555556,4.22576815177614
62371,0.0,19.493267339125403,1.0,0.6754105722350526,0.1968749999999999,4.273110582272091
34511,0.8260659527917109,19.99668943325372,0.0,0.7880378127006906,0.26709906684027773,4.37557845311728
49021,0.6195864159954578,21.8432956037304,29.243711752912024,0.5557301482200626,-1.3435210503472224,10.183760574102145
55002,0.0,19.122845010023823,1.0,0.6754105722350526,0.1968749999999999,4.199026116451774
28532,0.0,,1.0,0.6159041618378159,0.07023411371237454,0.42153456888754764
6870,0.06385507884074348,,1.0,0.683987039797743,0.07023411371237454,0.45451905808771526
68269,0.41632244307202704,21.05542134873455,0.0,23.015245899589846,-1.1930555555555555,8.658786827168175
15759,0.4481731287676203,,0.0,0.6669030875327014,-0.14054687500000007,0.24363233532508044
43139,0.21008255356682415,,0.14422636904459263,0.6039665579838858,0.5852384104422148,0.38587847275937937
17764,0.0,14.826500934392747,1.0,0.7722434289163577,0.0,3.319748872661821
41104,0.5077230383913282,19.508474516224496,52.65276748753647,0.7095371337050477,0.08912811222593842,14.693526057616655
8182,0.10460025276503782,20.57081989425038,0.5076915372474701,0.6523030925132309,-2.0171009847640287,3.963662758402419
16876,0.2688685317016982,20.860127906554677,0.0,0.711963602538083,0.7039409722222223,4.508980202603337
55517,0.1335396217797915,,0.3338912572471253,0.7171491921788914,0.04347826086956519,0.3070145830188434
28027,0.2961342173982485,,0.0,0.7410414428156289,0.42943359375,0.36665231349096933
63976,0.49512156804636853,,41.86888795616021,0.7099078903599175,0.19854375696767002,10.818115292883542
62664,0.5682929729882225,,0.0,0.6967544196271029,0.2250000000000001,0.37251184815383137
34004,0.040829467730373215,,0.0,0.7015971170953055,0.3092682926829269,0.2629237193771514
49534,0.7632156189549077,,0.0,0.7792069078029427,0.8055457899305556,0.5869920791721015
18491,0.19944137778744264,,0.0,0.6736430123321765,0.9231315104166666,0.4490539751340714
60659,0.6608750600382243,19.636565376434024,0.0,0.7629940368891338,-0.23177605908584153,4.1657316828551085
7277,0.35753756824543725,,0.0,0.7930959998112472,0.9538671875,0.5261251888891711
36039,0.0,19.109820887500163,1.0,0.6754105722350526,0.1968749999999999,4.1964212919470425
67466,0.3727338069515278,,0.0,0.6789943816442484,-1.0107389214046822,0.010247316797773465
31206,0.45167479072972516,,0.36301697015471635,0.7833625958171742,0.11796874999999996,0.4290057766754039
51807,0.741368633154444,22.106387506300045,0.0,0.5595288625572195,-0.019688312894834414,4.677519337823375
2075,0.6228650354411716,,40.8877709111581,0.7113995255591813,0.3705078125000001,10.648135821164614
50715,0.4168288231006929,21.11361881922742,16.3977013737698,0.6682372918010027,-2.398036024305555,7.239670056718673
52728,0.0,,1.0,0.7629105722350525,0.0,0.4407276430587631
38924,0.3493168556544086,,31.456964590436108,0.5021466282794552,0.46251335470085464,8.192735357267706
71048,0.11069466340697243,21.076349781855775,0.0,0.7374437098604147,0.07023411371237454,4.398944453767107
27628,0.07808569274909394,16.648307570711857,0.0,0.5612806469907599,-0.8812662760416665,3.281281526882009
25615,0.04698152049383586,19.619648049028207,18.020069940253656,0.7838584918099145,-4.96594377090301,6.700922846136521
69881,0.5403003708736913,,22.687605464757716,7.826776210581153,0.4536324786324786,7.87707863121126
68793,0.8247683548939915,,0.0,0.7762472030360787,0.8396647135416667,0.6101700678679343
24907,0.08214338600309912,,54.78781146719535,0.6393760391484401,0.0,13.87733272308672
44306,0.07423317138175634,,0.0,0.8057479401244572,0.8217361111111111,0.4254293056543311
8478,0.14304473279541097,16.364536733213907,0.0,0.5778238766286415,0.25285049712669894,3.467651167952931
39636,0.24002911000225724,,0.0,0.7257662534746251,0.21373643663194453,0.2948829500272067
27782,0.22035035292698424,22.225106623926113,44.365070785486814,0.6645578922141842,-3.496337890625,12.795749552785821
20047,0.0,,1.0,0.5211124951711492,0.29849498327759205,0.4549018696121853
46291,0.19423843508942817,,88.9557967016396,0.7300228490417888,-0.9612120225694443,22.229711490800344
43569,0.18499696574860214,,0.0,0.6192765532791273,0.6413888888888889,0.36141560197915457
15309,0.0018208844295800608,18.779479039628203,1.0,0.488126384060038,-0.007283537718320243,4.052428554079901
68639,0.34171973005581857,,41.00972730519406,0.7925238799355345,0.3105544704861112,10.613631346417883
41554,0.3312553571406718,,0.0,0.6033261605410326,0.7127951388888889,0.41184416414264835
17334,0.040761161350697184,21.02782103924691,24.531893275714733,18.433321941200468,-2.7730528428819445,12.25214891492617
26890,0.15377262634096156,,11.107199240574847,0.7899665176373519,-0.2720358370494238,2.944725636875934
49164,0.07873787368034646,,0.4324981626181166,0.6176908335731376,-0.4489453124999998,0.1699953893429002
62234,0.4537556193647738,,15.553941037217168,0.7142400323508382,-0.1949099392361111,4.131756687424167
33391,0.31614879734802803,,28.90056467917492,0.7754185829243563,0.9895844184027778,7.74542911946252
36469,0.08333093353133769,,8.06032492949323,0.7827132396644365,0.038987597547380126,2.241339175059096
7627,0.6729944830622574,,0.17583809761972513,0.6351421797742225,0.3723844401041667,0.46408980014009293
60209,0.12072947214076246,,0.0,0.6402428048467711,0.7787811222593831,0.38493834981172914
28477,0.20684644346391778,21.60937129531147,0.0,0.7516881658163963,-2.9768706597222225,3.918207048973912
55147,0.20555207770441952,,24.28235849825184,0.6997517909912085,0.5635872395833333,6.4378124016327
6935,0.41487184170484726,,0.0,0.820762945519678,0.3667583550347222,0.40059828556481186
4908,0.449248805201667,,28.811765325272365,0.5967739712722568,0.10304633246527772,7.490208608552892
50345,0.07907439165015817,,0.07889255337614987,0.7275511668920549,0.3648849826388889,0.31260077363931293
32979,0.19545254030090364,,7.410384842155564,0.9106000375615276,0.518179812337421,2.258654308088854
57480,0.47806277123213814,16.715914624732434,0.0,0.701356802849535,0.4468668619791667,3.668440212158655
30944,0.5559844964370905,12.791429785651461,37.60046357778167,0.7456738274846118,-1.102250434027778,10.11826025066541
52378,0.30947573130229844,,23.269851837902074,2.6798296780729416,-0.9260416666666669,6.333278895152662
67036,0.48357847879344096,,0.0,0.7528935080838679,0.4613584633965069,0.42445761256845393
36193,0.0,,1.0,0.6450708285044826,0.0,0.41126770712612065
2425,0.7071805745090001,,0.0,0.6309151777508097,0.9040464743589743,0.560535556654696
43093,0.12030005348483641,15.36430458498963,0.06769406597492633,0.6761531716604087,0.8415760869565216,3.4140055926132646
59867,0.7369513232597125,22.07566051787595,0.0,0.6261834108697045,0.060564729654403626,4.699871996331954
39266,0.21800350080562236,,47.14299951715442,3.502571391639567,0.7618659420289855,12.90636008790715
8028,0.49897724202114757,21.88013671556413,7.978355893176571,2.6278534429367495,0.45705132378472224,6.688474923496665
44756,0.481800449151243,,53.26377005560441,0.7269318852183231,0.2242187499999999,13.674180284993493
12136,0.16351800689795404,,0.3277828627046755,0.7307477138121136,0.5947705078125001,0.4542047728068108
45844,0.2558539370788322,,78.25155883153218,0.723669784788514,0.9327094184027778,20.040947992950574
22580,0.4512061500408334,20.302045809509874,0.3233801161017761,0.7196341363966757,0.6802615017361111,4.495305542757054
27278,0.2894193559220333,,0.0,0.8456745423360238,0.1926038182831662,0.33192442913530584
71418,0.0,15.148602345182931,1.0,0.6450708285044826,0.0,3.3587346347374827
58775,0.44488148475013745,21.453240530636464,0.0,0.7032961021080087,0.08187012263099214,4.536657648025121
47879,0.6680160360668235,,0.0,0.7786164487040605,0.14516710069444438,0.3979498963663321
40715,0.4817902975310935,20.496246655471648,0.0,0.7830032169103258,0.25850694444444455,4.403909422871503
16175,0.010811501300631798,21.328759800728058,0.6105845181674565,0.5437097925079571,0.0908420138888888,4.5169415253185985
9793,0.47988543371522097,21.88049996357749,0.0,0.630001042245443,0.9733765328874024,4.792752594485111
42728,0.1992199600123905,,0.0,0.7421852508261,0.21292502787068002,0.2885825596772926
14148,0.6327246898447201,,0.0,0.7303731462539155,0.34049316406249996,0.42589775004028385
69478,0.07348722997844681,,13.792250202742359,0.7913222990473538,0.8916688368055556,3.8871821421434287
41807,0.009953574018020106,15.936210523613285,0.0,0.7727119556553499,0.47348090277777777,3.438471391212887
8881,0.46694530613314655,21.40644571774604,4.273890186915892,0.907355016679497,0.1550656467013889,5.441940374835193
34907,0.4250989769777902,,22.427232584571197,0.6797692811636996,0.5694636055369751,6.025391112062415
29636,0.28762354891470654,,1.3064717659264895,0.7196899559508592,0.7957470703125,0.7773830852761388
54306,0.2075445244029911,,0.8170653321702401,0.6440909866631195,0.5847257060572278,0.5633566373233947
28924,0.5350605853460202,16.021818761798855,2.882094894267489,0.6903607814176136,-1.0958298494983278,3.8067010346663297
37628,0.3676811044595891,,0.0,0.6362059726291518,0.6457465277777779,0.4124084012166297
61048,0.09269623066857946,,0.4258523667659715,0.605387860835496,0.6945659722222222,0.45462560762306725
6466,0.09183189928066904,21.5338110084743,0.42231060876226945,0.5079849718407022,-0.1481727430555555,4.481553149060477
48325,0.5116322333628198,,0.0,0.8091044665673763,0.37658420138888893,0.42433022532977127
35615,0.13722841279880704,,40.753379402285404,0.6122932227718004,0.9313563368055555,10.608564343665392
63075,0.5996750342848811,16.46771077785473,0.0,0.7197721866321933,0.4950086805555556,3.656433335865473
3664,0.4052648611832448,,0.0,0.7081628451049222,0.61419921875,0.43190673125954177
30417,0.26878402063041595,,0.0,0.7257806580048531,0.6462543402777777,0.4102047547282617
1659,0.4021805273833672,17.904254712865722,0.0,0.7108942503216651,0.24792363433667786,3.853050624981487
66277,0.004445518626904454,20.88088702240415,1.0,0.488126384060038,-0.017782074507617818,4.471135370116695
53139,0.39807254754519306,,0.0,0.6292781526005322,0.0457291666666666,0.26826996670309794
51104,0.7301619358526955,20.72330453221907,1.665536517291828,0.9381583958319525,0.7411295572916667,4.959658187697443
18868,0.5532176952117566,,0.0,0.6676753515162442,0.6294401041666666,0.46258328772366686
2976,0.5265050612539398,21.090951589508112,0.0,0.7489108378043363,0.3616772342995169,4.54560894457318
59534,0.0,,1.0,0.819154651827286,0.2873483535528596,0.5266257513450364
24004,0.7531393029385247,,36.111489153242616,0.6901758351866241,-0.465798611111111,9.272251420064162
26039,0.5639606954101157,22.36516214967662,0.0,0.6297201522116167,0.9444406467013888,4.900656728799949
70659,0.495784899721772,,84.9841583960003,0.7782455771026067,0.5278287760416667,21.696504412216587
9269,0.6341770399810926,,28.06383101451212,0.6494033761265885,-0.30197482638888884,7.261359151057729
45517,0.6696308080514551,,18.736856883372155,0.8578264728277347,0.2306380208333334,5.1237380462711695
396,0.5752105327312871,,8.328649345815727,0.5834293899445064,0.3072970920138889,2.448646590126352
69182,0.4561500913738079,,42.21817060736325,0.7233546407526414,0.20176688498699358,10.899860556119172
21656,0.18116605826540777,21.557955556735436,0.0,0.7157831592392311,0.9722129319955407,4.685423541247123
26193,0.012186978297161977,22.524730469808226,0.0,0.6037286810060921,0.0,4.628129225822296
16525,0.24468975068683885,22.75633444808122,0.0,0.6378459427788472,0.5143621098104794,4.830646450271477
40345,0.32406225634798,,63.794202907052046,0.7469894821895152,0.43674153645833336,16.325499045511968
22979,0.0,16.547875398482166,1.0,0.6450708285044826,0.0,3.6385892453973296
20944,0.14991563914526673,,0.0,0.6849723646493442,0.7426920572916667,0.3943950152715694
69028,0.0923785484397247,,0.07722884724588297,0.7134629863325354,0.6045336306205872,0.37190100315968255
14518,-0.10826321319547105,,0.1898456997798771,0.7715445296562916,0.6670999422299249,0.3800567396176556
42378,0.21149179181921673,,29.084665217924588,0.7739903534082668,0.1968749999999999,7.566755590788017
32580,0.37587686429586986,22.37341241141438,0.0,0.7424662297034976,0.658270624303233,4.830005225943397
6036,0.15089622892399346,,0.0,0.6633905528500577,0.0,0.20357169544351278
61418,0.42996808558711697,19.510519236491753,30.253521780717616,38.267233165192124,0.15255597361575624,17.722759648320874
37278,0.29244923494492314,21.343547837047375,0.5874500977949254,0.651008985869657,0.8649967484206614,4.7478905808155085
63425,0.19691897848689566,,0.0,0.6583677983717131,0.2683203270159792,0.28090177596864696
35245,0.008206529851957134,19.58175162880712,0.06799834402815153,0.7764675875687256,0.5518255295429209,4.197249923959775
48775,0.09097353497164462,,0.0,0.5622161277906083,0.046093750000000044,0.17482085319056323
49867,0.3488133003504811,,88.8376527670606,0.7335757944316972,-0.21773504273504285,22.425576704776937
53093,0.5124980628259812,,0.3499624565479351,0.49071372281036824,0.010265700483091722,0.34085998566684406
54756,0.06512844759361214,22.31582586831221,0.27330952154604593,0.5997530476218319,0.1968749999999999,4.69017837701474
29266,0.3129592386360962,,0.0,0.7823279934075326,0.8164512803819445,0.4779346281063933
56291,0.5198972275378656,12.398459743364649,0.0,0.7416139585340975,0.2406250000000001,2.7801191858873224
53569,0.5300052110307016,,19.906539294079515,0.5456305158761251,0.1968749999999999,5.294762505246585
51554,0.6320549467472147,,39.824450672345634,0.8012293856407695,0.9360064019097223,10.548435351660835
65908,0.2209776685280338,14.454280461797236,0.0,0.7723244885164791,-0.47367187499999996,2.99478214876835
37782,0.044935327461171015,22.578562995357856,28.27910963313099,16.440007910026033,-2.7971419270833335,12.909094787778546
66627,0.5547708676841043,,58.8265886657635,0.785640632086483,0.53680207172055,15.17595055931366
1209,0.19538560826072926,,0.0,0.7387613801724155,0.10288628472222228,0.25925831828884177
30047,0.7746699006847664,18.66684589617835,20.295634382313867,0.7371000790252891,0.5558272946859903,8.206015510577654
13727,0.6870502826963458,,0.0,0.8385330235973566,0.7047395833333334,0.557580722406759
